TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2019aatf,13:55:53.741,+57:10:17.59,2019-01-28 11:39:46.080,2023-10-14,19.9705,ABMag,g - ZTF,2.809,Galaxy,SDSS J135554.03+571019.0,['SDSS J135554.03+571019.0' '208.975' '57.172' '2.809' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2018mhx*,00:57:58.129,+14:52:04.42,2018-09-01 11:19:14.016,2023-10-14,20.2772,ABMag,g - ZTF,2.849,Galaxy,SDSS J005758.24+145206.7,['SDSS J005758.24+145206.7' '14.493' '14.869' '2.849' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2021ahwh,13:19:39.616,+34:35:49.39,2021-05-06 07:43:09.696,2023-10-14,20.967,ABMag,r - ZTF,3.164,QSO,SDSS J131939.87+343549.8,['SDSS J131939.87+343549.8' '199.916' '34.597' '3.164' 'inf' 'QSO' 'QSO'],Patrick Aleo (UIUC)
2018mfu*,08:12:08.103,+37:52:27.88,2018-11-03 11:07:02.208,2023-10-14,19.1698,ABMag,r - ZTF,3.187,Galaxy,2MASX J08120833+3752270,['2MASX J08120833+3752270' '123.035' '37.874' '3.187' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2018mgs*,09:08:35.017,+12:45:03.92,2018-12-12 11:10:01.056,2023-10-14,20.3824,ABMag,g - ZTF,3.218,Galaxy,SDSS J090835.21+124502.5,['SDSS J090835.21+124502.5' '137.147' '12.751' '3.218' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2018mhq,16:47:53.138,+36:31:58.38,2018-08-26 05:06:44.928,2023-10-14,20.1746,ABMag,r - ZTF,3.229,Galaxy,SDSSCGB 53897.3,['SDSSCGB 53897.3' '251.972' '36.534' '3.229' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2018mic,02:25:54.254,+16:17:18.46,2018-09-08 10:11:09.888,2023-10-14,19.9999,ABMag,r - ZTF,3.297,Galaxy,LEDA 1505272,['LEDA 1505272' '36.477' '16.289' '3.297' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2018mgn*,10:20:32.879,+27:47:19.19,2018-12-03 11:06:44.064,2023-10-14,20.0433,ABMag,r - ZTF,3.369,Galaxy,LEDA 1817985,['LEDA 1817985' '155.137' '27.788' '3.369' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2019aatb,17:46:49.938,+44:59:57.84,2019-05-24 09:17:33.216,2023-10-14,20.3187,ABMag,r - ZTF,3.417,Galaxy,SDSS J174649.95+445954.4,['SDSS J174649.95+445954.4' '266.708' '44.998' '3.417' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2018mgy,17:53:38.318,+65:48:39.57,2018-05-14 09:43:23.232,2023-10-14,19.3882,ABMag,r - ZTF,3.643,Galaxy,LEDA 2680865,['LEDA 2680865' '268.409' '65.81' '3.643' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2018mhi,13:08:38.844,+30:51:33.16,2018-07-24 04:00:31.392,2023-10-14,19.7392,ABMag,r - ZTF,3.66,Galaxy,NGP9 F323-0241761,['NGP9 F323-0241761' '197.162' '30.858' '3.66' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2023uvs*,10:32:38.480,+25:01:50.37,2023-10-13 12:23:09.001,2023-10-14,20.0582,ABMag,r - ZTF,3.684,Galaxy,LEDA 1723344,['LEDA 1723344' '158.16' '25.03' '3.684' 'inf' 'Galaxy' 'G'],F. Forster
2023uvm*,16:33:23.634,+47:19:02.61,2023-10-13 03:20:27.001,2023-10-14,19.6512,ABMag,g - ZTF,3.713,Seyfert1,2MASX J16332357+4718588,"['2MASX J16332357+4718588' '248.348' '47.316' '3.713' 'inf' 'Seyfert1'
 'Sy1']",F. Forster
2018mfn*,09:45:08.822,+30:06:23.62,2018-11-17 09:01:39.360,2023-10-14,20.1521,ABMag,r - ZTF,4.073,LINER,2MASX J09450849+3006223,['2MASX J09450849+3006223' '146.286' '30.106' '4.073' 'inf' 'LINER' 'LIN'],Patrick Aleo (UIUC)
2018mge,11:18:21.370,+19:55:32.40,2018-11-17 12:02:55.392,2023-10-14,19.8189,ABMag,g - ZTF,4.164,Galaxy,2MASX J11182164+1955340,['2MASX J11182164+1955340' '169.59' '19.926' '4.164' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2021ahxn,02:49:03.400,+03:12:07.88,2021-02-10 04:53:15.360,2023-10-14,20.0082,ABMag,g - ZTF,4.325,Galaxy,LEDA  213095,['LEDA  213095' '42.263' '3.203' '4.325' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2020afes*,02:13:32.113,+00:20:28.69,2020-11-18 06:18:20.736,2023-10-14,20.6372,ABMag,g - ZTF,4.512,LINER,2MASX J02133193+0020251,['2MASX J02133193+0020251' '33.383' '0.34' '4.512' 'inf' 'LINER' 'LIN'],Patrick Aleo (UIUC)
2020affs,08:28:22.814,+57:13:26.58,2020-10-23 11:21:04.608,2023-10-14,20.9151,ABMag,g - ZTF,4.549,Galaxy,SDSS J082823.35+571325.6,['SDSS J082823.35+571325.6' '127.097' '57.224' '4.549' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2023uvn,17:31:31.658,+32:06:10.30,2023-10-07 03:00:32.996,2023-10-14,20.6544,ABMag,r - ZTF,4.811,Galaxy,LEDA 1980398,['LEDA 1980398' '262.883' '32.104' '4.811' 'inf' 'Galaxy' 'G'],F. Forster
2019aatk*,11:41:32.469,+19:03:44.51,2019-01-08 11:24:12.960,2023-10-14,19.8272,ABMag,g - ZTF,4.821,EmissionG,2MASX J11413236+1903494,"['2MASX J11413236+1903494' '175.385' '19.064' '4.821' 'inf' 'EmissionG'
 'EmG']",Patrick Aleo (UIUC)
