TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,SDSS_image,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter
2023uqa,08:54:50.580,+62:18:50.22,2023-10-08 14:29:45.600,2023-10-11,18.35,ABMag,G - Gaia,0.2144414474780566,1.1298891608656876,Galaxy,-21.83076122798586,1086.8065460554874,0.26737,"['133.710666' '62.313905' 'Galaxy' '1086.8065460554874' '0.26737'
 '0.21444144747805668' '1.1298891608656876']",,,,,,Yes,,,,,,S.T. Hodgkin
2023wgw,10:15:03.591,+43:20:40.33,2023-11-02 11:18:14.003,2023-11-03,18.1541,ABMag,g - ZTF,0.7763398753250551,1.1340074932675237,Galaxy,-19.240845819766967,301.2930847853575,0.07076,"['153.764909' '43.344324' 'Galaxy' '301.2930847853575' '0.07076'
 '0.7763398753250551' '1.1340074932675237']",,,,,,Yes,,,,,,A. Munoz-Arancibia
2023aarv,11:25:03.203,+15:30:03.79,2023-12-17 13:39:45.792,2023-12-23,20.28,ABMag,w - P1,0.6789534646281925,1.145008795350322,Galaxy,-17.426969735330403,347.85155335199534,0.0819,"['171.263457' '15.501208' 'Galaxy' '347.85155335199534' '0.0819'
 '0.6789534646281925' '1.145008795350322']",Galaxy,-18.03037773608392,459.27789906792094,0.1088,"['171.26426' '15.500358' 'Galaxy' '459.27789906792094' '0.1088'
 '4.0389511091787975' '8.993298534946332']",No,,,,,,K. C. Chambers
2023uyo,17:09:13.155,+76:51:26.13,2023-10-15 05:05:55.680,2023-10-16,18.35,ABMag,cyan - ATLAS,0.7464328313095959,1.1469847029526474,Galaxy,-19.154960128852565,316.950926606578,0.0745,"['257.303908' '76.857232' 'Galaxy' '316.950926606578' '0.0745'
 '0.7464328313095959' '1.1469847029526474']",,,,,,No,,,,,,J. Tonry
2023tyx,00:21:28.435,+26:29:05.68,2023-10-03 08:03:34.848,2023-10-04,20.27,ABMag,i - P1,0.7575051564991908,1.150170108043394,Galaxy,-17.20900808056177,313.1854779461385,0.0736,"['5.368342' '26.485082' 'Galaxy' '313.1854779461385' '0.0736'
 '0.7575051564991908' '1.1501701080433941']",,,,,,No,,,,,,D. O. Jones (UC Santa Cruz)
2023zgy,09:20:38.017,+26:40:04.78,2023-12-09 08:38:24.000,2023-12-10,19.41,ABMag,r - ZTF,0.4030412474045422,1.1559717459261043,Galaxy,-19.450114290418465,591.5927704706884,0.1412,"['140.158505' '26.667928' 'Galaxy' '591.5927704706884' '0.1412'
 '0.4030412474045422' '1.1559717459261043']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023acem,01:53:34.900,+03:51:51.22,2023-12-30 05:56:21.408,2024-01-01,20.78,ABMag,w - P1,0.4508744711520797,1.1562580449588278,Galaxy,-17.837121273664742,528.9617329889147,0.1258,"['28.3953' '3.864274' 'Galaxy' '528.9617329889147' '0.1258'
 '0.45087447115207974' '1.1562580449588278']",,,,,,No,,,,,,K. C. Chambers
2023zhm,09:35:00.082,+06:14:08.58,2023-12-08 14:29:10.176,2023-12-11,20.31,ABMag,w - P1,0.4467886917561541,1.1563881040829374,Galaxy,-18.327132879819,533.8590090220395,0.127,"['143.750228' '6.235768' 'Galaxy' '533.8590090220395' '0.127'
 '0.4467886917561541' '1.1563881040829374']",,,,,,No,,,,,,K. C. Chambers
2021ahxg,11:01:01.313,+08:05:13.98,2021-02-06 09:35:41.856,2023-10-14,20.274,ABMag,g - ZTF,0.6416037905832119,1.1621683858397478,Galaxy,-17.58813634654522,373.6175509326508,0.08809,"['165.255305' '8.087286' 'Galaxy' '373.6175509326508' '0.08809'
 '0.6416037905832119' '1.1621683858397478']",,,,,,Yes,,,,,,Patrick Aleo (UIUC)
2019aati,02:10:46.438,-05:57:59.17,2019-08-04 11:27:54.144,2023-10-14,20.4941,ABMag,g - ZTF,0.4050819081955127,1.164211452435787,Galaxy,-18.37047076591113,592.8081328495505,0.1415,"['32.693602' '-5.966461' 'Galaxy' '592.8081328495505' '0.1415'
 '0.4050819081955127' '1.164211452435787']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023xaq,11:35:45.282,+21:08:21.64,2023-10-25 12:37:26.400,2023-11-09,20.37,ABMag,r - ZTF,0.345886516927752,1.1700447681003412,Galaxy,-18.84846989557455,697.7405755058925,0.16757,"['173.938572' '21.139343' 'Galaxy' '697.7405755058925' '0.16757'
 '0.345886516927752' '1.1700447681003412']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2019aatj,12:25:34.741,+64:30:42.78,2019-01-11 10:45:06.336,2023-10-14,20.0881,ABMag,r - ZTF,0.3360604157277115,1.1747346697117589,Galaxy,-19.20163779537385,721.0204109332255,0.1734,"['186.394921' '64.511943' 'Galaxy' '721.0204109332255' '0.1734'
 '0.33606041572771156' '1.1747346697117587']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023yrl,01:24:43.594,+04:30:17.29,2023-12-03 05:16:55.776,2023-12-04,20.41,ABMag,w - P1,0.2770026711115737,1.1782201312551497,Galaxy,-19.30583807559273,877.3393632464944,0.213,"['21.181689' '4.504742' 'Galaxy' '877.3393632464944' '0.213'
 '0.2770026711115737' '1.1782201312551497']",,,,,,No,,,,,,K. C. Chambers
2018mgz,12:14:47.739,+29:11:44.37,2018-11-05 11:49:12.000,2023-10-14,19.4125,ABMag,r - ZTF,0.501440293438142,1.1934305380361618,Galaxy,-19.042515253984902,490.9113246549183,0.1165,"['183.698775' '29.195729' 'Galaxy' '490.9113246549183' '0.1165'
 '0.501440293438142' '1.1934305380361618']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2018mkx,12:16:29.958,+08:42:53.20,2018-06-08 05:11:02.400,2023-10-30,19.72,ABMag,g - ZTF,0.8178151122053298,1.197082758383814,Galaxy,-17.679470886776663,301.9215951565309,0.07091,"['184.124596' '8.714797' 'Galaxy' '301.9215951565309' '0.07091'
 '0.8178151122053298' '1.197082758383814']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vle,05:29:30.041,+62:10:28.52,2023-10-15 14:49:49.152,2023-10-20,19.186,ABMag,cyan - ATLAS,0.4749925832573047,1.2002388678268778,Galaxy,-19.39902995674253,521.2019013430943,0.1239,"['82.375385' '62.174675' 'Galaxy' '521.2019013430943' '0.1239'
 '0.47499258325730476' '1.2002388678268778']",,,,,,No,,,,,,J. Tonry
2020affm,09:01:00.427,+07:14:50.00,2020-10-23 11:28:29.568,2023-10-14,20.317,ABMag,g - ZTF,0.5010561168365064,1.2083484986980109,Galaxy,-18.166654858079298,497.42885187152,0.11809,"['135.251913' '7.247264' 'Galaxy' '497.42885187151995' '0.11809'
 '0.5010561168365064' '1.2083484986980109']",,,,,,Yes,,,,,,Patrick Aleo (UIUC)
2023xdr,10:07:07.463,+62:30:30.99,2023-10-16 11:55:40.800,2023-11-10,20.62,ABMag,r - ZTF,0.3413271574918757,1.2129246031706815,Galaxy,-18.70544047294881,732.9731982207285,0.1764,"['151.780892' '62.50862' 'Galaxy' '732.9731982207285' '0.1764'
 '0.34132715749187575' '1.2129246031706815']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xli,21:38:20.262,-00:24:55.38,2023-11-09 04:58:04.800,2023-11-12,19.82,ABMag,g - ZTF,0.6956954609324449,1.2196045864951417,Galaxy,-17.97112506146265,361.59716120209737,0.0852,"['324.584605' '-0.415313' 'Galaxy' '361.59716120209737' '0.0852'
 '0.6956954609324449' '1.2196045864951417']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023ufu,01:05:04.391,+27:19:36.53,2023-10-04 09:04:01.998,2023-10-07,20.3399,ABMag,g - ZTF,0.1828072167842278,1.2207135441079169,Galaxy,-20.355327798853686,1377.3539529745638,0.3455,"['16.268249' '27.326843' 'Galaxy' '1377.3539529745638' '0.3455'
 '0.1828072167842278' '1.2207135441079169']",,,,,,No,,,,,,A. Munoz-Arancibia
2020afgl,17:03:19.768,+61:35:39.46,2020-03-06 12:38:52.800,2023-11-09,20.24,ABMag,r - ZTF,0.5661757038944581,1.2227935494271187,Galaxy,-18.004135217590605,445.4788024620135,0.10545,"['255.832551' '61.594425' 'Galaxy' '445.4788024620135' '0.10545'
 '0.5661757038944581' '1.2227935494271187']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023abuk,09:55:12.464,+55:51:18.59,2023-12-15 14:24:26.784,2023-12-29,20.78,ABMag,w - P1,0.3930396302846887,1.225796265279255,Galaxy,-18.26203542189188,643.290420775658,0.154,"['148.801971' '55.855271' 'Galaxy' '643.290420775658' '0.154'
 '0.3930396302846887' '1.2257962652792547']",,,,,,No,,,,,,K. C. Chambers
2023vdr,02:29:39.347,+03:43:33.03,2023-10-11 09:30:25.001,2023-10-17,19.8313,ABMag,g - ZTF,0.4896107957038293,1.233297072641374,Galaxy,-18.746909242914214,519.5673460684621,0.1235,"['37.41383' '3.72577' 'Galaxy' '519.5673460684621' '0.1235'
 '0.4896107957038293' '1.233297072641374']",,,,,,No,,,,,,A. Munoz-Arancibia
2023xdu,22:09:23.194,-09:25:55.66,2023-06-21 10:36:28.800,2023-11-10,20.13,ABMag,r - ZTF,0.1499016854043432,1.2357126717846236,Galaxy,-21.02268058810314,1700.3413547721789,0.4365,"['332.346676' '-9.432152' 'Galaxy' '1700.3413547721789' '0.4365'
 '0.1499016854043432' '1.2357126717846236']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aash,09:24:04.366,+30:32:34.72,2023-12-17 11:56:55.968,2023-12-23,20.7,ABMag,w - P1,0.2859230102798794,1.2383470821295202,Galaxy,-19.055092054310425,893.3433540571338,0.2171,"['141.018118' '30.54293' 'Galaxy' '893.3433540571338' '0.2171'
 '0.28592301027987943' '1.2383470821295202']",,,,,,No,,,,,,K. C. Chambers
2023usg,15:43:04.077,+51:12:47.34,2023-10-07 03:18:50.976,2023-10-13,18.5975,ABMag,g - ZTF,1.6502624875236134,1.242051726221152,Galaxy,-17.357558940981324,155.2429147475081,0.03618,"['235.767127' '51.2136' 'Galaxy' '155.2429147475081' '0.03618'
 '1.6502624875236134' '1.242051726221152']",,,,,,Yes,,,,,,K. De (Caltech) on behalf of ZTF
2023zam,23:14:45.386,+31:30:21.92,2023-12-06 02:54:14.400,2023-12-07,19.66,ABMag,g - ZTF,0.5908789433357367,1.2469598505521546,Galaxy,-18.53389544946621,435.2904006675356,0.10298,"['348.688954' '31.506187' 'Galaxy' '435.2904006675356' '0.10298'
 '0.5908789433357367' '1.2469598505521546']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2022aeqp,09:49:17.320,+10:36:43.09,2022-09-28 12:33:07.200,2023-10-25,18.69,ABMag,r - ZTF,1.1139676989599097,1.248719500673632,Galaxy,-18.13008714539342,231.21575796754465,0.0541,"['147.322123' '10.611663' 'Galaxy' '231.21575796754465' '0.0541'
 '1.1139676989599097' '1.248719500673632']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xvb,10:31:07.709,+11:37:36.70,2023-11-12 12:07:12.000,2023-11-16,19.83,ABMag,r - ZTF,0.7738779570918736,1.2503081801876328,Galaxy,-17.783848645992606,333.2496708992324,0.0784,"['157.781914' '11.626933' 'Galaxy' '333.2496708992324' '0.0784'
 '0.7738779570918736' '1.2503081801876328']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023abnk,22:10:04.732,+11:06:00.76,2023-11-25 05:12:44.352,2023-12-28,19.79,ABMag,i - P1,0.6170246166129599,1.2529508648291394,Galaxy,-18.320283412488884,418.84822806091,0.099,"['332.51989' '11.10019' 'Galaxy' '418.84822806091' '0.099'
 '0.6170246166129599' '1.2529508648291394']",,,,,,No,,,,,,K. C. Chambers
2023zmr,13:41:34.720,+31:41:30.48,2023-12-09 12:26:15.996,2023-12-12,19.2233,ABMag,g - ZTF,1.5664514528082605,1.2539313710921618,Galaxy,-16.865609805523558,165.1132633830337,0.0385,"['205.394193' '31.691964' 'Galaxy' '165.1132633830337' '0.0385'
 '1.5664514528082605' '1.2539313710921618']",,,,,,No,,,,,,A. Munoz-Arancibia
2023why,16:26:26.637,+04:45:08.53,2023-09-11 04:37:55.200,2023-11-04,20.09,ABMag,g - ZTF,0.6170412598357584,1.2690609209134087,Galaxy,-18.047966994509547,424.2222068703082,0.1003,"['246.611036' '4.752205' 'Galaxy' '424.2222068703082' '0.1003'
 '0.6170412598357584' '1.2690609209134087']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wkk,01:00:46.672,-05:38:17.89,2023-10-03 09:02:52.800,2023-11-04,19.83,ABMag,g - ZTF,0.4679681257887583,1.269430349701723,Galaxy,-18.909088685070174,559.5227339322302,0.1333,"['15.194596' '-5.638321' 'Galaxy' '559.5227339322302' '0.1333'
 '0.46796812578875835' '1.269430349701723']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2020affx,11:51:50.972,+23:18:09.33,2020-11-12 11:40:57.792,2023-10-14,20.4493,ABMag,r - ZTF,0.3319958814889019,1.2767941797895577,Galaxy,-19.04776665604235,793.2559370269017,0.1916,"['177.962285' '23.302573' 'Galaxy' '793.2559370269017' '0.1916'
 '0.3319958814889019' '1.2767941797895577']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023wpo,10:14:15.687,+31:06:36.47,2023-11-04 11:26:09.004,2023-11-05,19.6259,ABMag,g - ZTF,0.3272323710507093,1.2803917769377977,Galaxy,-19.90865875156309,807.0710148062534,0.1951,"['153.565387' '31.110219' 'Galaxy' '807.0710148062534' '0.1951'
 '0.32723237105070935' '1.2803917769377975']",,,,,,No,,,,,,F. Forster
2023tqd,00:30:07.911,+08:07:16.93,2023-09-19 09:50:33.996,2023-09-26,20.8416,ABMag,g - ZTF,0.1901935789042561,1.2817730479069835,Galaxy,-19.87360208909608,1390.081993825003,0.349,"['7.532944' '8.121419' 'Galaxy' '1390.0819938250033' '0.349'
 '0.19019357890425612' '1.2817730479069835']",,,,,,No,,,,,,A. Munoz-Arancibia
2019aata,23:55:55.182,-05:16:14.07,2019-09-04 07:50:13.056,2023-10-14,20.1668,ABMag,g - ZTF,0.4827544537326855,1.2885862150477454,Galaxy,-18.53726162561728,550.5697232366715,0.1311,"['358.979795' '-5.27054' 'Galaxy' '550.5697232366715' '0.1311'
 '0.48275445373268555' '1.2885862150477454']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023znj,09:23:46.684,+07:08:21.38,2023-12-09 08:36:57.600,2023-12-12,18.71,ABMag,r - ZTF,0.7862579120499392,1.2900399132638107,Galaxy,-18.93731625909291,338.4256344939514,0.07964,"['140.944469' '7.139059' 'Galaxy' '338.4256344939514' '0.07964'
 '0.7862579120499392' '1.2900399132638107']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023zwu,13:45:35.551,+55:42:48.59,2023-12-09 12:24:28.800,2023-12-14,19.76,ABMag,g - ZTF,0.4557250091352959,1.2909549357475023,Galaxy,-19.073166765965457,584.2965919528999,0.1394,"['206.397963' '55.713412' 'Galaxy' '584.2965919528999' '0.1394'
 '0.4557250091352959' '1.2909549357475023']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vka,22:22:18.043,+30:48:29.02,2023-10-19 09:19:45.408,2023-10-20,20.58,ABMag,g - P1,0.2917760288585051,1.2928904474703753,Galaxy,-19.22468625342893,913.9811747787336,0.2224,"['335.575105' '30.808011' 'Galaxy' '913.9811747787337' '0.2224'
 '0.2917760288585051' '1.2928904474703753']",,,,,,No,,,,,,D. O. Jones (UC Santa Cruz)
2023uxw,14:26:16.396,+14:18:08.01,2023-05-22 06:29:05.280,2023-10-16,20.43,ABMag,g - P1,0.1916910631543037,1.301311517239934,Galaxy,-20.301022703407405,1400.24664471575,0.3518,"['216.568368' '14.302206' 'Galaxy' '1400.24664471575' '0.3518'
 '0.19169106315430373' '1.3013115172399339']",,,,,,No,,,,,,D. O. Jones (UC Santa Cruz)
2023yci,13:04:30.306,+19:22:33.97,2023-11-17 14:53:43.296,2023-11-20,18.275,ABMag,cyan - ATLAS,0.9678881251172008,1.3037491709643172,Galaxy,-18.94397008433849,277.8395179901885,0.06517,"['196.126528' '19.375979' 'Galaxy' '277.8395179901885' '0.06517'
 '0.9678881251172008' '1.3037491709643172']",,,,,,Yes,,,,,,J. Tonry
2023wqz,00:01:40.877,-08:37:55.07,2023-11-04 07:26:44.736,2023-11-06,20.5,ABMag,w - P1,0.8387689059413284,1.30757628982157,Galaxy,-17.03624923899055,321.55098760074844,0.0756,"['0.420484' '-8.632132' 'Galaxy' '321.55098760074844' '0.0756'
 '0.8387689059413284' '1.3075762898215701']",,,,,,No,,,,,,K. C. Chambers
2023zxq,09:08:43.520,+48:58:10.21,2023-12-11 09:51:50.400,2023-12-14,20.16,ABMag,g - ZTF,1.0313750285053922,1.3100041188128606,Galaxy,-16.9314059109153,261.9878688952832,0.0614,"['137.181692' '48.969666' 'Galaxy' '261.9878688952832' '0.0614'
 '1.0313750285053922' '1.3100041188128606']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2018mlg,09:38:36.345,+37:40:02.24,2018-11-07 12:25:55.200,2023-11-16,18.73,ABMag,r - ZTF,0.6533940673522559,1.3203846601887494,Galaxy,-19.36975208246481,416.8217921078509,0.09851,"['144.651392' '37.667111' 'Galaxy' '416.8217921078509' '0.09851'
 '0.6533940673522559' '1.3203846601887494']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xdv,02:22:34.576,+02:15:17.29,2023-09-18 09:05:45.600,2023-11-10,19.79,ABMag,r - ZTF,0.7626473314302535,1.326201975415599,Galaxy,-17.983555243392196,358.6832107420896,0.0845,"['35.644185' '2.254627' 'Galaxy' '358.68321074208956' '0.0845'
 '0.7626473314302535' '1.326201975415599']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2018mlc,08:51:44.885,+48:29:37.26,2018-11-15 12:37:26.400,2023-11-09,19.21,ABMag,r - ZTF,0.8091658605254627,1.330244945815217,Galaxy,-18.441595997589943,339.0932927345108,0.0798,"['132.936684' '48.493657' 'Galaxy' '339.0932927345108' '0.0798'
 '0.8091658605254627' '1.330244945815217']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2021ahvn,11:56:09.287,+21:01:37.23,2021-05-16 05:55:32.160,2023-10-14,20.3056,ABMag,r - ZTF,0.5393335406013533,1.3328841220547407,Galaxy,-18.23120049094309,509.7533613033178,0.1211,"['179.038676' '21.027157' 'Galaxy' '509.75336130331783' '0.1211'
 '0.5393335406013533' '1.3328841220547407']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023wxa,08:22:31.157,+33:44:17.22,2023-10-15 10:48:00.000,2023-11-09,19.83,ABMag,g - ZTF,0.7565955425997835,1.3454450356505256,Galaxy,-17.992136577054247,366.7983010411531,0.08645,"['125.629636' '33.73826' 'Galaxy' '366.7983010411531' '0.08645'
 '0.7565955425997835' '1.3454450356505256']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xus,01:34:53.825,-07:01:07.31,2023-11-14 05:04:21.996,2023-11-16,20.246,ABMag,g - ZTF,0.5854978014975785,1.3503816576370558,Galaxy,-18.140781973914603,475.725460060246,0.1128,"['23.724422' '-7.01876' 'Galaxy' '475.72546006024595' '0.1128'
 '0.5854978014975785' '1.3503816576370558']",,,,,,No,,,,,,A. Munoz-Arancibia
2023abgj,09:23:30.581,+14:24:02.74,2023-12-24 14:27:53.280,2023-12-26,20.73,ABMag,w - P1,0.4285330368598046,1.352376928732575,Galaxy,-18.3376928889624,650.9364300766118,0.1559,"['140.87754' '14.400732' 'Galaxy' '650.9364300766118' '0.1559'
 '0.42853303685980465' '1.3523769287325753']",,,,,,No,,,,,,K. C. Chambers
2023wgr,17:08:38.668,+32:33:52.46,2023-11-02 03:28:46.998,2023-11-03,18.4334,ABMag,g - ZTF,2.7553275350480133,1.3530115224561197,Galaxy,-16.59436698003403,101.2869272270881,0.02354,"['257.160384' '32.56412' 'Galaxy' '101.2869272270881' '0.02354'
 '2.7553275350480133' '1.3530115224561197']",,,,,,Yes,,,,,,A. Munoz-Arancibia
2023ysc,21:47:29.402,+15:41:56.09,2023-12-03 07:00:09.792,2023-12-06,18.972,ABMag,cyan - ATLAS,0.7328062311940124,1.3555600042801386,Galaxy,-18.93577363041375,381.5528712855182,0.09,"['326.872306' '15.698973' 'Galaxy' '381.5528712855182' '0.09'
 '0.7328062311940124' '1.3555600042801386']",,,,,,No,,,,,,J. Tonry
2023xrw,13:10:51.381,+11:03:20.66,2023-11-10 13:04:53.003,2023-11-14,19.2055,ABMag,r - ZTF,0.6788420869000237,1.359420359186282,Galaxy,-18.87455071545204,413.0571489630218,0.0976,"['197.714277' '11.05577' 'Galaxy' '413.0571489630218' '0.0976'
 '0.6788420869000237' '1.3594203591862821']",,,,,,No,,,,,,A. Munoz-Arancibia
2023ymw,01:41:02.942,-10:34:10.80,2023-11-17 07:43:26.112,2023-11-27,20.35,ABMag,w - P1,0.654216610687699,1.3651730537985671,Galaxy,-17.819456369353837,430.4188411441269,0.1018,"['25.262075' '-10.56969' 'Galaxy' '430.41884114412693' '0.1018'
 '0.654216610687699' '1.3651730537985671']",,,,,,No,,,,,,K. C. Chambers
2023abdk,09:24:56.824,+40:23:57.34,2023-12-24 10:53:53.376,2023-12-25,18.153,ABMag,orange - ATLAS,2.3583799332159328,1.3659049717761538,Galaxy,-17.233159240505515,119.46256851627574,0.02779,"['141.236025' '40.399593' 'Galaxy' '119.46256851627574' '0.02779'
 '2.3583799332159328' '1.3659049717761538']",,,,,,Yes,,,,,,J. Tonry
2023xsj,22:32:27.072,+05:14:13.86,2023-11-12 05:08:06.144,2023-11-15,20.7,ABMag,r - P1,0.5470256523675815,1.3681645960185596,Galaxy,-17.862778941854824,515.8884305393499,0.1226,"['338.112648' '5.23717' 'Galaxy' '515.8884305393499' '0.1226'
 '0.5470256523675815' '1.3681645960185596']",,,,,,No,,,,,,D. O. Jones (UC Santa Cruz)
2023aajv,09:29:26.548,+23:40:08.43,2023-12-16 12:18:37.152,2023-12-18,21.38,ABMag,w - P1,0.3756390013973208,1.371783259208182,Galaxy,-18.004699772630193,753.2514121343228,0.1815,"['142.360726' '23.668979' 'Galaxy' '753.2514121343228' '0.1815'
 '0.37563900139732087' '1.371783259208182']",,,,,,No,,,,,,K. C. Chambers
2021aiai,03:10:30.149,+04:57:04.47,2021-09-02 10:36:31.392,2023-10-15,20.8367,ABMag,g - ZTF,0.3120362131832326,1.3744268460556894,Galaxy,-18.955008819474077,908.535212043444,0.221,"['47.625555' '4.951185' 'Galaxy' '908.535212043444' '0.221'
 '0.3120362131832326' '1.3744268460556894']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023xul,21:40:10.451,-07:29:28.65,2023-10-09 04:33:36.000,2023-11-15,20.49,ABMag,g - ZTF,0.3970710896798342,1.3764860570368656,Galaxy,-18.78164341046657,715.0372747791519,0.1719,"['325.043482' '-7.491382' 'Galaxy' '715.0372747791519' '0.1719'
 '0.39707108967983423' '1.3764860570368656']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vhz,21:22:26.685,-12:43:37.59,2023-10-14 04:03:37.999,2023-10-19,20.4448,ABMag,g - ZTF,0.3663131159399621,1.3792724465930886,Galaxy,-19.00631362349628,776.6453112936214,0.1874,"['320.611272' '-12.727168' 'Galaxy' '776.6453112936214' '0.1874'
 '0.3663131159399621' '1.3792724465930886']",,,,,,No,,,,,,A. Munoz-Arancibia
2023wgx,22:06:02.223,+14:19:30.42,2023-10-28 04:59:20.996,2023-11-03,19.7412,ABMag,r - ZTF,0.6664253814426757,1.3853119813106491,Galaxy,-18.41990597138244,428.7668437419629,0.1014,"['331.509334' '14.324945' 'Galaxy' '428.7668437419629' '0.1014'
 '0.6664253814426757' '1.3853119813106491']",,,,,,No,,,,,,A. Munoz-Arancibia
2018mhp,17:00:12.412,+48:32:46.15,2018-08-26 05:18:54.144,2023-10-14,20.1835,ABMag,r - ZTF,0.3883969113428477,1.3854362632166135,Galaxy,-19.15017958276091,735.7595647313067,0.1771,"['255.051777' '48.546253' 'Galaxy' '735.7595647313067' '0.1771'
 '0.3883969113428477' '1.3854362632166137']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023vpo,00:28:48.991,+13:05:10.59,2023-10-21 07:03:36.288,2023-10-23,18.63,ABMag,w - P1,1.5790222237155045,1.3875876013030242,Galaxy,-17.66148650646001,181.2580490868263,0.0423,"['7.204371' '13.086645' 'Galaxy' '181.2580490868263' '0.0423'
 '1.5790222237155043' '1.3875876013030242']",,,,,,No,,,,,,K. C. Chambers
2023yqu,00:34:57.173,+25:42:58.64,2023-12-03 08:04:17.184,2023-12-04,17.977,ABMag,cyan - ATLAS,0.4989676687812936,1.3977485457957464,Galaxy,-20.831908881880548,577.8056395601263,0.1378,"['8.738334' '25.716195' 'Galaxy' '577.8056395601263' '0.1378'
 '0.4989676687812936' '1.3977485457957464']",,,,,,No,,,,,,J. Tonry
2023uqm,23:10:39.010,+34:54:10.63,2023-10-10 09:07:33.600,2023-10-11,19.292,ABMag,cyan - ATLAS,0.3070109351432654,1.4031459324961448,Galaxy,-20.579870651791467,942.7013529150202,0.2298,"['347.662558' '34.903037' 'Galaxy' '942.7013529150202' '0.2298'
 '0.30701093514326544' '1.4031459324961448']",,,,,,No,,,,,,J. Tonry
2024J,08:27:25.620,+03:28:50.03,2024-01-01 13:49:08.256,2024-01-02,18.791,ABMag,orange - ATLAS,2.0099447370668653,1.4031932349274912,Galaxy,-17.000792493083576,143.99867587941154,0.03354,"['126.857202' '3.480235' 'Galaxy' '143.99867587941154' '0.03354'
 '2.0099447370668653' '1.4031932349274912']",,,,,,Yes,,,,,,J. Tonry
2023xva,09:54:17.169,+30:46:10.82,2023-10-15 11:21:07.200,2023-11-16,20.52,ABMag,g - ZTF,0.2318250947061542,1.4126297550298497,Galaxy,-19.976465185737407,1256.8777470655923,0.3127,"['148.571543' '30.769608' 'Galaxy' '1256.8777470655925' '0.3127'
 '0.23182509470615423' '1.4126297550298497']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023uma,22:57:10.069,+08:30:19.15,2023-10-09 05:38:41.280,2023-10-10,18.1316,ABMag,r - ZTF,2.422347526087452,1.418506935546344,Galaxy,-17.278500733366315,120.78698662011816,0.0281,"['344.291406' '8.505718' 'Galaxy' '120.78698662011816' '0.0281'
 '2.422347526087452' '1.418506935546344']",,,,,,No,,,,,,K. De (Caltech) on behalf of ZTF
